date,B_fighter,R_fighter,Winner,B_current_lose_streak,B_current_win_streak,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Height_cms,B_Reach_cms,B_Weight_lbs,B_age,R_draw,B_draw,B_Stance_Open_Stance,B_Stance_Orthodox,R_current_lose_streak,R_current_win_streak,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_Stance_Southpaw,B_Stance_Switch,B_Stance_Switch ,R_Stance_Open_Stance
2020-11-14,Rhys McKee,Alex Morono,0,1,0,0,1,1,0,0,0,0,0,0,0,0,187.96,198.12,170,25,0,0,0,1,1,0,3,3,23,0,0,1,3,1,1,0,6,180.34,182.88,170,30,0,0,0,0
2017-01-28,Jeremy Kimball,Marcos Rogerio de Lima,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,182.88,205,26,0,0,0,0,1,0,2,2,5,0,0,0,0,2,1,0,3,185.42,190.5,253,31,0,1,0,0
2010-05-08,Johny Hendricks,TJ Grant,1,0,2,2,0,4,0,0,0,1,1,0,0,2,175.26,175.26,185,26,0,0,0,0,0,1,1,1,7,0,0,1,0,1,0,0,2,177.8,182.88,155,26,1,0,0,0
2011-10-29,Danny Downes,Ramsey Nijem,0,1,0,0,1,3,0,0,0,0,0,0,0,0,182.88,182.88,155,25,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,180.34,190.5,155,23,0,0,0,0
2013-10-09,Joey Beltran,Fabio Maldonado,0,4,0,2,6,24,0,0,0,1,2,0,0,3,185.42,190.5,185,31,0,0,0,1,0,1,1,3,14,0,0,0,1,1,0,0,2,185.42,190.5,205,33,0,0,0,0
2015-10-24,Jon Delos Reyes,Neil Seery,0,0,1,1,2,4,0,0,0,0,0,1,0,1,167.64,170.18,125,28,0,0,0,1,1,0,2,2,12,0,0,0,2,0,0,0,2,162.56,162.56,125,36,0,0,0,0
2017-07-16,Neil Seery,Alexandre Pantoja,0,1,0,2,3,17,0,0,0,2,0,1,0,3,162.56,162.56,125,37,0,0,0,1,0,1,1,0,3,0,0,1,0,0,0,0,1,165.1,170.18,125,27,0,0,0,0
2016-07-23,Kailin Curran,Felice Herrig,0,0,1,1,2,8,0,0,0,0,0,1,0,1,162.56,165.1,115,25,0,0,0,1,1,0,1,1,5,0,0,0,0,0,1,0,1,162.56,165.1,115,31,0,0,0,0
2016-02-27,Rustam Khabilov,Norman Parke,1,2,0,3,2,12,0,0,0,1,1,0,1,3,172.72,185.42,155,29,0,0,0,1,0,1,3,3,23,1,0,0,4,1,0,0,5,180.34,177.8,155,29,0,0,0,0
2016-11-19,Albert Morales,Thomas Almeida,0,1,0,0,1,3,0,0,0,0,0,0,0,0,175.26,182.88,135,25,0,0,0,1,1,0,4,1,8,0,0,0,1,3,0,0,4,170.18,177.8,135,25,0,0,0,0
2011-10-29,Jeff Curran,Scott Jorgensen,0,1,0,0,1,3,0,0,0,0,0,0,0,0,167.64,175.26,135,34,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,165.1,167.64,135,29,0,0,0,0
2015-11-14,Antonio Silva,Mark Hunt,0,0,1,2,5,15,1,0,0,0,3,0,0,3,193.04,203.2,264,36,0,0,0,1,2,0,4,5,27,1,0,0,1,4,0,0,5,177.8,182.88,265,41,0,0,0,0
2012-01-14,Michihiro Omigawa,Iuri Alcantara,0,0,1,1,4,15,0,0,0,1,0,0,0,1,167.64,172.72,145,36,0,0,0,1,0,1,1,0,3,0,0,0,1,0,0,0,1,175.26,180.34,135,31,0,0,0,0
2013-12-28,Michael Johnson,Gleison Tibau,1,0,1,3,4,22,1,0,0,3,2,0,0,5,177.8,185.42,145,27,0,0,0,0,0,2,3,7,50,0,0,3,5,1,4,0,13,177.8,180.34,155,30,1,0,0,0
2020-03-07,Deron Winn,Gerald Meerschaert,0,1,0,1,1,6,0,0,0,1,0,0,0,1,167.64,177.8,185,30,0,0,0,1,1,0,2,4,18,0,0,0,0,1,4,0,5,185.42,195.58,185,32,0,0,0,0
2015-04-25,David Michaud,Olivier Aubin-Mercier,0,0,1,1,1,6,0,0,0,1,0,0,0,1,175.26,182.88,155,26,0,0,0,1,0,1,1,1,5,1,0,0,0,0,1,0,1,175.26,177.8,155,26,0,0,0,0
2019-10-12,Alex Morono,Max Griffin,1,0,2,2,2,19,0,0,1,2,1,1,0,5,180.34,182.88,170,29,0,0,0,1,0,1,1,4,19,0,1,0,1,1,0,0,3,180.34,193.04,170,33,0,0,0,0
2010-05-29,Rashad Evans,Rampage Jackson,1,0,1,5,2,29,3,1,3,1,4,0,0,9,182.88,190.5,205,30,0,0,0,1,0,2,3,1,17,3,0,0,2,3,0,0,5,185.42,185.42,205,31,0,0,0,0
2019-03-30,Jack Hermansson,David Branch,1,0,2,2,2,12,0,0,0,1,3,1,0,5,185.42,195.58,185,30,0,0,0,1,1,0,2,4,19,0,0,1,2,1,0,0,4,185.42,198.12,185,37,0,0,0,0
2021-03-06,Trevin Jones,Mario Bautista,1,0,0,0,0,2,0,0,0,0,0,0,0,0,170.18,177.8,140,30,0,0,0,0,0,2,2,1,6,0,0,0,1,1,0,0,2,175.26,175.26,135,27,1,0,0,0
2017-12-30,Holly Holm,Cris Cyborg,0,0,1,3,3,26,3,0,1,1,2,0,0,4,172.72,175.26,145,36,0,0,0,0,0,3,3,0,6,1,0,0,0,3,0,0,3,172.72,172.72,145,32,1,0,0,0
2020-01-25,Nik Lentz,Arnold Allen,0,1,0,4,7,61,0,0,2,7,3,2,0,14,172.72,172.72,155,35,0,1,0,1,0,6,6,0,18,0,0,1,3,0,2,0,6,172.72,177.8,145,26,0,0,0,0
2013-07-27,Trevor Smith,Ed Herman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.5,190.5,185,32,0,0,0,1,1,0,3,6,27,1,0,0,1,2,4,0,7,185.42,195.58,205,32,0,0,0,0
2013-03-16,Quinn Mulhern,Rick Story,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.5,193.04,155,28,0,0,0,1,1,0,6,4,29,0,0,2,3,1,1,0,7,175.26,180.34,170,28,0,0,0,0
2019-06-01,Sergey Khandozhko,Rostem Akman,1,0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,187.96,170,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,182.88,170,27,0,0,0,0
2021-08-07,Pedro Munhoz,Jose Aldo,0,0,1,4,5,34,0,0,0,3,3,3,0,9,167.64,165.1,135,34,0,0,0,1,0,1,15,6,76,12,0,0,8,11,0,0,19,170.18,177.8,135,34,0,0,0,0
2020-06-13,Charles Jourdain,Andre Fili,0,0,1,1,1,0,0,0,0,0,1,0,0,1,175.26,175.26,145,24,0,0,0,0,1,0,2,6,12,0,0,1,4,3,0,0,8,180.34,187.96,145,29,0,1,0,0
2014-11-22,Dooho Choi,Juan Puig,1,0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,177.8,145,23,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,175.26,182.88,145,25,0,0,0,0
2016-09-10,Sean Spencer,Yancy Medeiros,0,2,0,2,4,21,0,0,1,2,0,0,0,3,177.8,190.5,170,29,0,0,0,1,1,0,2,5,13,0,0,1,0,0,2,0,3,177.8,190.5,155,29,0,0,0,0
2019-02-09,Ricky Simon,Rani Yahya,1,0,2,2,0,6,0,0,0,1,1,0,0,2,167.64,175.26,135,26,0,0,0,1,0,3,4,4,36,0,0,1,4,0,6,0,11,167.64,170.18,135,34,0,0,0,0
2014-11-08,Jorge de Oliveira,Dhiego Lima,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.72,180.34,155,34,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,187.96,187.96,170,25,0,0,0,0
2011-05-28,Tim Boetsch,Kendall Grove,1,1,0,1,3,12,0,0,0,1,2,0,0,3,182.88,187.96,185,30,0,0,0,1,1,0,3,5,24,1,0,2,1,2,2,0,7,198.12,200.66,185,28,0,0,0,0
2018-01-27,Cory Sandhagen,Austin Arnett,1,0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,177.8,135,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,182.88,145,26,0,1,0,0
2020-01-18,Maurice Greene,Aleksei Oleinik,0,1,0,3,1,6,0,0,1,0,1,1,0,3,200.66,203.2,258,33,0,0,0,1,2,0,2,4,14,0,0,0,0,1,5,0,6,187.96,203.2,240,42,0,0,0,0
2017-03-11,Davi Ramos,Sergio Moraes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.64,177.8,155,30,0,0,0,1,0,1,4,2,19,1,0,1,1,1,2,0,5,182.88,182.88,170,34,0,0,0,0
2016-05-29,Cody Garbrandt,Thomas Almeida,1,0,3,3,0,7,0,0,0,1,2,0,0,3,172.72,165.1,135,24,0,0,0,1,0,4,4,0,7,0,0,0,1,3,0,0,4,170.18,177.8,135,24,0,0,0,0
2011-12-10,Igor Pokrajac,Krzysztof Soszynski,1,0,1,1,3,11,0,0,0,0,1,1,0,2,182.88,193.04,205,32,0,0,0,1,0,2,3,2,18,0,0,0,2,1,2,1,6,185.42,195.58,205,34,0,0,0,1
2020-07-11,Jiri Prochazka,Volkan Oezdemir,1,0,0,0,0,0,0,0,0,0,0,0,0,0,193.04,193.04,205,27,0,0,0,1,0,2,3,3,18,1,0,2,0,3,0,0,5,187.96,190.5,205,30,0,0,0,0
2020-10-31,Jason Witt,Cole Williams,1,1,0,0,1,1,0,0,0,0,0,0,0,0,177.8,177.8,170,33,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,182.88,185.42,170,36,0,0,0,0
2014-01-15,Derek Brunson,Yoel Romero,0,0,2,2,0,4,0,0,0,1,0,1,0,2,185.42,195.58,185,30,0,0,0,0,0,2,2,0,4,0,0,0,0,2,0,0,2,182.88,185.42,185,36,1,0,0,0
2018-06-01,Marlon Moraes,Jimmie Rivera,1,0,2,2,1,7,0,0,1,0,1,0,0,2,167.64,170.18,135,30,0,0,0,1,0,5,5,0,13,0,0,1,3,1,0,0,5,162.56,172.72,135,28,0,0,0,0
2017-11-11,Nina Ansaroff,Angela Hill,1,0,1,1,2,9,0,0,0,0,0,1,0,1,165.1,162.56,115,31,0,0,0,1,0,1,1,3,13,0,0,0,2,0,0,0,2,160.02,162.56,115,32,0,0,0,0
2018-11-03,Roxanne Modafferi,Sijara Eubanks,0,0,1,1,2,10,1,0,0,0,1,0,0,1,170.18,175.26,125,36,0,0,0,1,0,1,1,0,3,0,0,0,1,0,0,0,1,162.56,170.18,135,33,0,0,0,0
2011-02-05,Rich Franklin,Forrest Griffin,0,0,1,7,4,37,5,0,0,3,8,1,1,13,185.42,190.5,185,36,0,0,0,0,0,1,3,4,30,3,0,1,4,1,2,0,8,190.5,195.58,205,31,1,0,0,0
2018-02-10,Ben Nguyen,Jussier Formiga,0,0,2,2,1,8,0,0,0,1,1,2,0,4,165.1,165.1,125,29,0,0,0,0,0,1,3,4,23,0,0,0,4,0,2,0,6,165.1,170.18,125,32,0,1,0,0
2010-07-03,Shane Carwin,Brock Lesnar,0,0,4,4,0,4,1,0,0,0,4,0,0,4,187.96,203.2,265,35,0,0,0,1,0,3,3,1,8,2,0,0,1,2,0,0,3,190.5,205.74,265,32,0,0,0,0
2019-03-23,Chris Gutierrez,Ryan MacDonald,1,1,0,0,1,2,0,0,0,0,0,0,0,0,175.26,175.26,135,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,180.34,135,26,0,0,0,0
2020-03-14,Randa Markos,Amanda Ribas,0,0,1,1,6,35,0,0,2,3,0,1,0,6,162.56,160.02,115,34,0,1,0,1,0,2,2,0,5,0,0,0,1,0,1,0,2,160.02,167.64,115,26,0,0,0,0
2012-03-02,Shawn Jordan,Oli Thompson,1,0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,190.5,260,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,190.5,242,32,1,0,0,0
2017-06-03,Oluwale Bamgbose,Paulo Costa,0,1,0,1,2,5,0,0,0,0,1,0,0,1,180.34,198.12,185,29,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,185.42,182.88,185,26,0,1,0,0
2013-01-19,CB Dollaway,Daniel Sarafian,1,0,1,3,4,17,1,0,0,3,1,2,0,6,187.96,193.04,185,29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,185.42,185,30,0,0,0,0
2019-02-23,Diego Ferreira,Rustam Khabilov,1,0,3,3,2,13,0,0,0,1,3,1,0,5,175.26,187.96,155,34,0,0,0,1,0,6,6,2,30,0,0,1,6,1,0,1,9,172.72,185.42,155,32,0,0,0,0
2015-11-14,Jared Rosholt,Stefan Struve,1,0,2,3,1,16,0,0,0,4,1,0,0,5,187.96,190.5,265,29,0,0,0,1,0,1,4,5,26,0,1,0,1,4,4,0,10,210.82,213.36,265,27,0,0,0,0
2016-09-17,Sam Sicilia,Gabriel Benitez,0,1,0,2,5,20,0,0,0,2,3,0,0,5,172.72,170.18,145,30,0,0,0,1,1,0,2,1,7,0,0,0,1,0,1,0,2,172.72,180.34,145,28,0,0,0,0
2014-12-20,Ulka Sasaki,Leandro Issa,0,0,1,1,0,1,0,0,0,0,0,1,0,1,177.8,180.34,125,25,0,0,0,0,0,1,1,1,5,0,0,0,0,0,1,0,1,170.18,175.26,135,31,1,0,0,0
2017-09-22,Jessica Andrade,Claudia Gadelha,1,1,0,3,4,26,1,0,1,3,1,2,0,7,154.94,157.48,115,25,0,0,0,1,0,2,2,2,18,1,0,0,3,0,1,0,4,162.56,160.02,115,28,0,0,0,0
2017-09-16,Olivier Aubin-Mercier,Anthony Rocco Martin,1,0,2,3,2,19,1,0,0,1,0,4,0,5,175.26,177.8,155,28,0,0,0,0,0,3,3,3,17,0,0,0,2,0,2,0,4,182.88,185.42,170,27,1,0,0,0
2021-04-24,Rose Namajunas,Zhang Weili,1,0,1,3,3,28,4,0,1,2,1,3,0,7,165.1,165.1,115,28,0,0,0,1,0,5,5,0,13,2,0,1,2,1,1,0,5,162.56,160.02,115,31,0,0,0,0
2011-06-26,Javier Vazquez,Joe Stevenson,1,0,0,0,0,0,0,0,0,0,0,0,0,0,170.18,175.26,145,33,0,0,0,0,3,0,4,7,33,2,0,0,3,1,3,1,8,170.18,177.8,145,29,1,0,0,0
2011-03-03,Rousimar Palhares,David Branch,1,1,0,3,2,11,0,0,0,1,0,3,0,4,172.72,180.34,170,31,0,0,0,1,0,2,2,1,9,0,0,0,2,0,0,0,2,185.42,198.12,185,29,0,0,0,0
2017-09-09,Arjan Bhullar,Luis Henrique,1,0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,190.5,245,31,0,0,0,1,1,0,2,2,10,0,0,0,0,0,2,0,2,187.96,187.96,243,24,0,0,0,0
2017-10-07,Magomed Bibulatov,John Moraga,0,0,1,1,0,3,0,0,0,1,0,0,0,1,165.1,165.1,125,29,0,0,0,1,0,1,2,5,31,1,0,1,1,1,3,0,6,167.64,167.64,125,33,0,0,0,0
2010-11-13,Rob Kimmons,Kyle Noke,0,0,1,1,2,9,0,0,0,1,0,2,0,3,177.8,185.42,185,29,0,0,0,1,0,1,1,0,2,0,0,0,0,1,0,0,1,185.42,193.04,170,30,0,0,0,0
2016-03-19,Mark Eddiva,Dan Hooker,0,2,0,1,2,8,0,0,0,1,0,0,0,1,172.72,172.72,145,30,0,0,0,1,1,0,1,2,9,0,0,0,0,2,0,0,2,182.88,190.5,155,26,0,0,0,0
2021-05-22,Chris Barnett,Ben Rothwell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,190.5,265,34,0,0,0,1,1,0,6,8,51,0,0,2,2,9,2,0,15,193.04,198.12,265,39,0,0,0,0
2018-09-08,Tatiana Suarez,Carla Esparza,1,0,3,3,0,5,1,0,0,1,0,2,0,3,165.1,167.64,115,27,0,0,0,0,1,0,1,3,17,2,0,0,2,0,1,0,3,154.94,160.02,115,30,1,0,0,0
2019-03-16,Priscila Cachoeira,Molly McCann,0,1,0,0,1,2,0,0,0,0,0,0,0,0,170.18,165.1,125,30,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,162.56,157.48,125,28,0,0,0,0
2018-01-27,Bobby Green,Erik Koch,1,4,0,4,4,20,0,0,1,1,1,1,0,4,177.8,180.34,155,31,0,0,0,1,1,0,2,4,16,0,0,0,1,2,1,0,4,177.8,180.34,155,29,0,0,0,0
2016-06-18,Stephen Thompson,Rory MacDonald,1,0,6,6,1,15,0,0,0,2,5,0,0,7,182.88,190.5,170,33,0,0,0,1,1,0,5,3,33,1,0,0,5,3,1,0,9,182.88,193.04,170,26,0,0,0,0
2017-11-25,Kelvin Gastelum,Michael Bisping,1,2,0,5,4,31,1,0,2,2,2,2,0,8,175.26,180.34,185,26,0,0,0,0,1,0,5,8,78,4,0,2,8,10,0,0,20,185.42,190.5,185,38,1,0,0,0
2016-06-04,Hector Lombard,Dan Henderson,0,2,0,2,4,17,0,0,0,1,2,0,0,3,175.26,180.34,185,38,0,0,0,0,1,0,4,8,40,3,0,2,3,3,0,0,8,180.34,187.96,185,45,1,0,0,0
2010-09-25,Pat Audinwood,Thiago Tavares,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,188.0,155,24,0,0,0,1,1,0,2,4,22,0,0,0,3,0,1,0,4,170.18,172.72,145,25,0,0,0,0
2017-11-18,Adam Wieczorek,Anthony Hamilton,1,0,0,0,0,0,0,0,0,0,0,0,0,0,195.58,205.74,250,25,0,0,0,1,3,0,1,6,14,0,0,0,1,2,0,0,3,195.58,193.04,260,37,0,0,0,0
2015-01-24,Chris Beal,Neil Seery,0,0,2,2,0,5,0,0,0,1,1,0,0,2,170.18,175.26,125,29,0,0,0,1,0,1,1,1,6,0,0,0,1,0,0,0,1,162.56,162.56,125,35,0,0,0,0
2018-11-03,Derrick Lewis,Daniel Cormier,0,0,3,6,3,34,0,0,1,1,10,0,0,12,190.5,200.66,260,33,0,0,0,1,0,2,4,2,34,7,0,1,3,3,3,0,10,180.34,182.88,235,39,0,0,0,0
2013-04-13,Jimmy Quinlan,Dylan Andrews,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,182.88,185,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,185.42,185,33,0,0,0,0
2020-08-15,Daniel Cormier,Stipe Miocic,0,1,0,12,2,58,10,0,1,6,8,4,0,19,180.34,182.88,235,41,0,0,0,1,0,1,6,3,39,6,0,0,4,9,0,0,13,193.04,203.2,240,37,0,0,0,0
2014-02-01,Abel Trujillo,Jamie Varner,1,0,1,1,2,9,0,0,0,0,2,0,0,2,172.72,177.8,155,30,0,0,0,1,1,0,2,3,14,0,0,1,0,1,1,0,3,172.72,182.88,155,29,0,0,0,0
2017-09-02,Andrew Holbrook,Thibault Gouti,0,1,0,1,2,8,0,0,2,0,0,0,0,2,180.34,177.8,155,31,0,0,0,0,3,0,0,3,5,0,0,0,0,0,0,0,0,177.8,182.88,155,30,1,0,0,0
2012-07-07,Chael Sonnen,Anderson Silva,0,0,2,3,4,27,1,0,0,5,0,1,0,6,185.42,187.96,205,35,0,0,0,0,0,14,14,0,32,10,0,0,2,9,3,0,14,187.96,195.58,185,37,1,0,0,0
2014-03-01,Mark Eddiva,Jumabieke Tuerxun,1,0,0,0,0,0,0,0,0,0,0,0,0,0,172.72,172.72,145,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,170.18,170.18,135,27,0,0,0,0
2010-10-23,Paulo Thiago,Diego Sanchez,0,1,0,2,2,12,0,0,0,1,1,1,0,3,180.34,185.42,170,29,0,0,0,1,2,0,6,4,37,2,0,1,4,5,0,0,10,177.8,182.88,170,28,0,0,0,0
2017-12-09,Aljamain Sterling,Marlon Moraes,0,0,2,4,2,23,0,0,0,3,1,2,0,6,170.18,180.34,135,28,0,0,0,1,0,1,1,1,6,0,0,1,0,0,0,0,1,167.64,170.18,135,29,0,0,0,0
