date,B_fighter,R_fighter,Winner,B_current_lose_streak,B_current_win_streak,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Height_cms,B_Reach_cms,B_Weight_lbs,B_age,R_draw,B_draw,B_Stance_Open_Stance,B_Stance_Orthodox,R_current_lose_streak,R_current_win_streak,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_Stance_Southpaw,B_Stance_Switch,B_Stance_Switch ,R_Stance_Open_Stance
2015-11-21,Kelvin Gastelum,Neil Magny,0,0,1,5,1,16,1,0,2,1,1,2,0,6,175.26,180.34,185,24,0,0,0,0,0,1,7,3,31,0,0,0,5,3,1,0,9,190.5,203.2,170,28,1,0,0,0
2015-01-18,Sean Spencer,Cathal Pendred,0,0,1,2,2,15,0,0,1,2,0,0,0,3,177.8,190.5,170,27,0,0,0,0,0,2,2,0,5,0,0,1,0,0,1,0,2,185.42,190.5,170,27,1,0,0,0
2015-07-15,James Moontasri,Kevin Lee,0,0,1,1,1,5,0,0,0,0,0,1,0,1,177.8,180.34,170,27,0,0,0,0,0,3,3,1,12,0,0,1,2,0,0,0,3,175.26,195.58,170,22,0,1,0,0
2019-11-02,Chance Rencountre,Lyman Good,0,0,2,2,1,7,0,0,0,1,0,1,0,2,187.96,190.5,170,32,0,0,0,0,1,0,1,2,7,0,0,0,0,2,0,0,2,182.88,187.96,170,34,1,0,0,0
2014-03-23,CB Dollaway,Cezar Ferreira,1,1,0,3,5,23,1,0,1,3,1,2,0,7,187.96,193.04,185,30,0,0,0,1,0,3,3,0,7,1,0,1,1,0,1,0,3,185.42,198.12,185,29,0,0,0,0
2014-04-16,Olivier Aubin-Mercier,Chad Laprise,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,177.8,155,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,180.34,170,27,1,0,0,0
2020-07-11,Davey Grant,Martin Day,1,0,1,1,3,12,1,0,1,1,0,0,0,2,172.72,175.26,135,34,0,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,177.8,185.42,135,31,0,0,0,0
2020-10-03,Court McGee,Carlos Condit,0,2,0,3,8,45,1,0,1,5,0,2,0,8,180.34,190.5,170,35,0,0,0,1,5,0,5,10,57,7,0,1,1,6,4,0,12,187.96,190.5,170,36,0,0,0,0
2019-07-27,Niko Price,Geoff Neal,0,0,1,2,2,12,0,0,0,0,3,2,0,5,182.88,193.04,170,29,0,0,0,1,0,3,3,0,6,0,0,0,1,1,1,0,3,180.34,190.5,170,28,0,0,0,0
2011-04-30,Claude Patrick,Daniel Roberts,1,0,2,2,0,5,0,0,0,1,0,1,0,2,180.34,190.5,170,30,0,0,0,1,0,3,3,1,6,0,0,1,0,0,2,0,3,177.8,187.96,170,30,0,0,0,0
2016-11-19,Alexander Yakovlev,Zak Cummings,0,1,0,2,3,13,0,0,0,1,1,0,0,2,190.5,187.96,155,32,0,0,0,0,1,0,2,2,13,0,0,0,2,1,1,0,4,182.88,190.5,185,32,1,0,0,0
2020-11-28,Nate Maness,Luke Sanders,1,0,1,1,0,3,0,0,0,1,0,0,0,1,177.8,182.88,135,29,0,0,0,1,0,1,2,3,12,0,0,0,1,2,1,0,4,167.64,170.18,135,34,0,0,0,0
2016-05-08,Willie Gates,Ulka Sasaki,0,1,0,1,2,7,0,0,0,0,1,0,0,1,172.72,177.8,125,29,0,0,0,1,2,0,1,2,5,0,0,0,0,0,1,0,1,177.8,180.34,125,26,0,0,0,0
2011-02-26,Jason Reinhardt,Tiequan Zhang,0,1,0,0,1,1,0,0,0,0,0,0,0,0,167.64,163.0,135,41,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,172.72,177.8,155,32,0,0,0,0
2019-11-09,Davey Grant,Grigorii Popov,1,2,0,1,3,9,0,0,0,1,0,0,0,1,172.72,175.26,135,34,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,170.18,170.18,135,35,0,0,0,0
2019-09-14,Augusto Sakai,Marcin Tybura,1,0,2,2,0,6,0,0,1,0,1,0,0,2,190.5,195.58,265,28,0,0,0,1,1,0,3,4,24,0,0,0,2,2,0,0,4,190.5,198.12,249,33,0,0,0,0
2012-01-20,Josh Neer,Duane Ludwig,1,0,1,2,6,27,0,0,0,2,0,2,1,5,180.34,182.88,170,28,0,0,0,1,0,2,2,2,12,0,0,1,2,1,0,0,4,177.8,177.8,170,33,0,0,0,0
2010-06-12,Evan Dunham,Tyson Griffin,1,0,3,3,0,7,0,0,1,0,1,1,0,3,177.8,177.8,155,28,0,0,0,0,0,2,4,2,24,0,0,1,4,1,1,0,7,167.64,172.72,145,26,1,0,0,0
2018-02-24,Ilir Latifi,Ovince Saint Preux,1,0,1,3,3,16,0,0,0,2,3,1,0,6,177.8,185.42,205,34,0,0,0,1,0,3,4,5,36,1,1,0,1,5,3,0,10,190.5,203.2,205,34,0,0,0,0
2016-12-09,JJ Aldrich,Juliana Lima,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.1,170.18,125,24,0,0,0,0,1,0,2,2,12,0,0,0,2,0,0,0,2,165.1,165.1,115,34,1,0,0,0
2015-04-18,Patrick Cummins,Ovince Saint Preux,0,0,3,3,1,9,0,0,0,2,1,0,0,3,187.96,193.04,205,34,0,0,0,1,0,1,4,1,13,0,1,0,0,3,1,0,5,190.5,203.2,205,32,0,0,0,0
2016-01-30,Diego Ferreira,Olivier Aubin-Mercier,1,2,0,2,2,7,0,0,0,0,1,1,0,2,175.26,187.96,155,31,0,0,0,1,0,3,3,1,11,1,0,0,1,0,2,0,3,175.26,177.8,155,26,0,0,0,0
2021-03-06,Jake Matthews,Sean Brady,0,0,3,3,4,34,0,0,1,4,1,4,0,10,180.34,185.42,170,26,0,0,0,1,0,3,3,0,8,0,0,0,2,0,1,0,3,177.8,182.88,170,28,0,0,0,0
2020-02-15,Michel Pereira,Diego Sanchez,0,1,0,1,1,4,0,0,0,0,1,0,0,1,185.42,185.42,170,26,0,0,0,1,1,0,9,12,83,1,0,3,10,6,2,0,21,177.8,182.88,170,38,0,0,0,0
2014-11-15,Marlon Vera,Marco Beltran,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.72,177.8,135,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.72,175.26,125,28,0,1,0,0
2016-05-29,Jeremy Stephens,Renan Barao,1,1,0,3,11,59,0,0,1,4,5,0,1,11,172.72,180.34,145,30,0,0,0,1,1,0,7,2,31,6,0,0,3,2,3,0,8,167.64,177.8,135,29,0,0,0,0
2014-01-15,Costas Philippou,Luke Rockhold,0,1,0,5,2,19,0,0,1,2,2,0,0,5,180.34,185.42,185,34,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,190.5,195.58,185,29,0,0,0,0
2014-12-12,Lisa Ellis,Felice Herrig,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.56,157.48,115,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,162.56,165.1,115,30,0,0,0,0
2017-05-28,Damian Stasiak,Pedro Munhoz,0,0,2,2,1,7,0,0,0,0,0,2,0,2,165.1,177.8,135,27,0,0,0,1,0,2,2,3,11,0,0,0,0,1,2,0,3,167.64,165.1,135,30,0,0,0,0
2019-03-16,Claudio Silva,Danny Roberts,1,0,3,3,0,7,0,0,1,1,0,1,0,3,180.34,180.34,170,36,0,0,0,0,0,2,2,2,14,0,0,1,1,2,1,0,5,185.42,187.96,170,31,1,0,0,0
2018-12-29,Petr Yan,Douglas Silva de Andrade,1,0,2,2,0,4,0,0,0,1,1,0,0,2,170.18,170.18,135,25,0,0,0,0,0,1,2,2,14,0,0,0,2,1,0,0,3,170.18,172.72,135,33,0,1,0,0
2018-04-14,Ricky Rainey,Muslim Salikhov,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,195.58,170,34,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,180.34,177.8,170,33,0,1,0,0
2014-01-04,Luiz Dutra,Kiichi Kunimoto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,180.34,170,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,180.34,170,32,0,0,0,0
2018-11-30,Edmen Shahbazyan,Darren Stewart,1,0,0,0,0,0,0,0,0,0,0,0,0,0,187.96,188.0,185,21,0,0,0,1,0,2,2,4,11,0,0,0,0,2,0,0,2,182.88,187.96,185,27,0,0,0,0
2021-06-26,Damir Hadzovic,Yancy Medeiros,1,2,0,2,4,16,0,0,1,0,2,0,0,3,175.26,177.8,155,34,0,0,0,1,3,0,3,7,31,0,0,1,1,3,3,0,8,177.8,190.5,155,33,0,0,0,0
2013-08-31,Al Iaquinta,Ryan Couture,1,1,0,0,1,1,1,0,0,0,0,0,0,0,177.8,177.8,155,26,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,177.8,190.5,155,31,0,0,0,0
2013-01-26,Vladimir Matyushenko,Ryan Bader,0,1,0,2,4,23,1,0,1,3,3,0,0,7,182.88,187.96,205,42,0,0,0,1,1,0,5,3,22,1,0,0,4,3,0,0,7,187.96,187.96,205,29,0,0,0,0
2020-10-31,Charlie Ontiveros,Kevin Holland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.96,198.12,185,29,0,0,0,0,0,3,3,2,24,0,0,2,2,2,1,0,7,190.5,205.74,170,27,0,1,0,0
2019-10-26,Alexandra Albu,Loma Lookboonmee,0,1,0,2,1,6,0,0,0,1,0,1,0,2,157.48,160.02,115,29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,154.94,154.94,115,23,0,0,0,0
2015-04-11,Mirko Cro Cop,Gabriel Gonzaga,1,3,0,2,6,23,0,0,0,0,2,1,1,4,187.96,185.42,230,40,0,0,0,0,2,0,4,8,30,1,0,0,0,7,4,0,11,187.96,193.04,242,35,1,0,0,0
2020-11-14,Rafael Dos Anjos,Paul Felder,1,2,0,5,11,86,4,0,0,10,4,4,0,18,172.72,177.8,155,36,0,0,0,0,1,0,3,5,38,0,0,2,2,4,1,0,9,180.34,177.8,155,36,1,0,0,0
2013-04-27,Sheila Gaff,Sara McMann,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.1,157.48,135,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,167.64,167.64,135,32,0,0,0,0
2013-04-13,Maximo Blanco,Sam Sicilia,1,1,0,0,1,3,0,0,0,0,0,0,0,0,172.72,180.34,145,29,0,0,0,1,1,0,1,1,4,0,0,0,0,1,0,0,1,172.72,170.18,145,27,0,0,0,0
2021-06-05,Laureano Staropoli,Roman Dolidze,0,2,0,2,2,12,0,0,0,2,0,0,0,2,185.42,180.34,185,28,0,0,0,1,1,0,2,1,7,0,0,1,0,1,0,0,2,187.96,193.04,205,32,0,0,0,0
2020-08-29,Neil Magny,Robbie Lawler,1,0,2,7,6,58,0,0,1,9,5,1,0,16,190.5,203.2,170,33,0,0,0,1,3,0,5,13,88,6,0,3,4,12,0,0,19,180.34,187.96,170,38,0,0,0,0
2016-04-23,Edson Barboza,Anthony Pettis,1,1,0,4,4,32,0,1,1,3,5,0,0,10,180.34,190.5,155,30,0,0,0,1,2,0,5,3,19,3,0,1,0,2,2,0,5,177.8,182.88,170,29,0,0,0,0
2017-05-28,Nordine Taleb,Oliver Enkamp,1,1,0,3,2,16,0,0,1,2,1,0,0,4,185.42,187.96,170,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,195.58,170,25,0,0,0,0
2019-06-22,Jairzinho Rozenstruik,Allen Crowder,1,0,1,1,0,2,0,0,0,0,1,0,0,1,193.04,198.12,242,31,0,0,0,1,0,1,1,1,3,0,0,0,0,0,0,0,1,190.5,193.04,245,29,0,0,0,0
2010-10-16,Vinicius Queiroz,Rob Broughton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.66,202.0,220,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,187.96,187.96,265,27,0,0,0,0
2017-09-09,Gilbert Melendez,Jeremy Stephens,0,3,0,1,4,16,2,0,0,1,0,0,0,1,175.26,185.42,145,35,0,0,0,1,2,0,3,13,68,0,0,1,5,5,0,1,12,172.72,180.34,145,31,0,0,0,0
2011-09-17,Donny Walker,Ken Stone,0,1,0,0,1,3,0,0,0,0,0,0,0,0,175.26,180.0,135,31,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,172.72,180.34,135,28,0,0,0,0
2013-11-30,Nate Diaz,Gray Maynard,1,2,0,5,7,43,2,0,1,1,1,8,0,11,182.88,193.04,170,28,0,0,0,0,1,0,8,4,39,2,0,3,5,1,0,0,9,175.26,177.8,155,34,1,0,0,0
2019-10-12,Hector Aldana,Miguel Baeza,0,2,0,0,2,5,0,0,0,0,0,0,0,0,180.34,182.88,170,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,187.96,187.96,170,27,0,0,0,0
2014-01-15,Mike Easton,TJ Dillashaw,0,2,0,3,2,14,0,1,0,1,1,0,0,3,167.64,177.8,135,29,0,0,0,0,1,0,4,2,11,1,0,0,1,2,1,0,4,167.64,170.18,125,27,1,0,0,0
2020-09-05,Bartosz Fabinski,Andre Muniz,0,1,0,3,1,10,0,0,0,3,0,0,0,3,182.88,190.5,170,34,0,0,0,1,0,1,1,0,3,0,0,0,1,0,0,0,1,185.42,198.12,185,30,0,0,0,0
2019-08-31,Anthony Hernandez,Junyong Park,1,1,0,0,1,2,0,0,0,0,0,0,0,0,182.88,190.5,185,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,185.42,185,28,0,0,0,0
2021-03-20,JP Buys,Bruno Silva,0,0,1,1,1,3,0,0,0,0,0,1,0,1,165.1,170.18,125,24,0,0,0,1,2,0,0,2,9,0,0,0,0,0,0,0,0,162.56,165.1,125,31,0,0,0,0
2016-10-01,Brandon Moreno,Louis Smolka,1,0,0,0,0,0,0,0,0,0,0,0,0,0,170.18,177.8,125,22,0,0,0,1,0,4,4,1,16,0,0,0,2,2,1,0,5,175.26,172.72,135,25,0,0,0,0
2016-09-10,Jason Gonzalez,Drew Dober,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.96,187.96,155,26,0,0,0,0,0,1,1,4,13,0,0,0,1,0,1,0,2,172.72,177.8,155,27,1,0,0,0
2011-08-27,Forrest Griffin,Mauricio Rua,0,0,2,3,4,33,3,0,1,5,1,2,0,9,190.5,195.58,205,32,0,0,0,1,1,0,2,3,16,3,0,0,0,3,0,0,3,185.42,193.04,205,29,0,0,0,0
2018-06-01,Ben Saunders,Jake Ellenberger,1,2,0,3,6,29,0,0,1,2,2,3,0,8,187.96,195.58,170,35,0,0,0,1,2,0,6,9,39,0,0,1,2,5,1,1,10,175.26,180.34,170,33,0,0,0,0
2015-03-21,Fredy Serrano,Bentley Syler,1,0,0,0,0,0,0,0,0,0,0,0,0,0,160.02,165.1,125,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,162.56,172.72,125,32,0,0,0,0
2021-08-21,Domingo Pilarte,Brian Kelleher,0,1,0,1,1,6,0,0,0,0,0,1,0,1,182.88,185.42,135,31,0,0,0,0,1,0,2,5,22,0,0,0,1,2,3,0,6,167.64,167.64,135,35,1,0,0,0
2015-01-03,Daniel Cormier,Jon Jones,0,0,4,4,0,10,0,0,0,2,1,1,0,4,180.34,182.88,235,35,0,0,0,1,0,11,11,1,42,8,0,0,5,4,5,0,14,193.04,213.36,205,27,0,0,0,0
2016-01-30,Ryan Bader,Anthony Johnson,0,0,5,5,4,41,1,0,1,8,3,1,0,13,187.96,187.96,205,32,0,0,0,1,0,1,3,5,29,1,0,0,2,9,0,0,11,187.96,198.12,205,31,0,0,0,0
2015-12-11,Tony Ferguson,Edson Barboza,1,0,6,6,1,19,1,0,1,2,2,3,1,9,180.34,193.04,155,31,0,0,0,1,0,1,4,3,30,0,1,1,3,5,0,0,10,180.34,190.5,155,29,0,0,0,0
2019-05-18,Kevin Lee,Rafael Dos Anjos,0,1,0,5,4,36,1,0,1,3,1,4,1,10,175.26,195.58,170,26,0,0,0,1,2,0,5,9,74,4,0,0,10,4,3,0,17,172.72,177.8,170,34,0,0,0,0
2019-08-17,Sodiq Yusuff,Gabriel Benitez,1,0,2,2,0,4,0,0,0,1,1,0,0,2,175.26,180.34,145,26,0,0,0,1,0,2,2,2,16,0,0,0,2,1,2,0,5,172.72,180.34,145,31,0,0,0,0
2016-05-08,Gunnar Nelson,Albert Tumenov,1,1,0,4,2,16,0,0,0,1,0,4,0,5,180.34,182.88,170,27,0,0,0,0,0,5,5,1,12,0,0,1,1,3,0,0,5,180.34,185.42,170,24,0,1,0,0
2012-12-29,Myles Jury,Michael Johnson,1,0,1,1,0,1,0,0,0,0,0,1,0,1,177.8,185.42,145,24,0,0,0,1,0,3,3,2,13,1,0,0,2,2,0,0,4,177.8,185.42,145,26,0,0,0,0
2012-08-11,Tommy Hayden,Dennis Bermudez,0,1,0,0,1,1,0,0,0,0,0,0,0,0,175.26,182.88,145,26,0,0,0,0,0,1,1,1,4,1,0,0,1,0,0,0,1,167.64,167.64,155,25,1,0,0,0
2020-05-16,Don'Tale Mayes,Rodrigo Nascimento,0,2,0,0,2,3,0,0,0,0,0,0,0,0,198.12,205.74,260,28,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,187.96,203.2,246,27,0,0,0,0
2012-09-29,Jimi Manuwa,Kyle Kingsbury,1,0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,200.66,205,32,0,0,0,1,2,0,4,3,17,0,0,1,2,1,0,0,4,193.04,193.04,205,30,0,0,0,0
2017-11-18,Marcin Tybura,Fabricio Werdum,0,0,3,3,1,11,0,0,0,1,2,0,0,3,190.5,198.12,249,32,0,0,0,1,0,1,6,4,31,3,0,0,3,4,3,0,10,193.04,195.58,231,40,0,0,0,0
2014-04-16,Kyle Noke,Patrick Cote,0,0,1,3,2,10,0,0,0,0,2,2,0,4,185.42,193.04,170,34,0,0,0,0,0,2,4,8,33,2,0,1,2,2,0,0,6,180.34,180.34,170,34,1,0,0,0
2015-09-05,John Lineker,Francisco Rivera,1,0,2,4,2,19,0,0,0,2,4,0,0,6,160.02,170.18,135,25,0,0,0,1,0,1,2,4,17,0,0,0,1,3,0,0,4,172.72,172.72,135,33,0,0,0,0
2020-09-19,Jerome Rivera,Tyson Nam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,182.88,135,25,0,0,0,0,0,1,1,2,7,0,0,0,0,1,0,0,1,170.18,172.72,125,36,1,0,0,0
2012-04-21,Rashad Evans,Jon Jones,0,0,4,5,2,39,3,1,3,3,5,0,0,12,182.88,190.5,205,32,0,0,0,1,0,6,6,1,22,3,0,0,2,3,4,0,9,193.04,213.36,205,24,0,0,0,0
2021-03-13,Davey Grant,Jonathan Martinez,1,0,2,2,3,15,0,0,1,1,1,0,0,3,172.72,175.26,135,35,0,0,0,1,0,2,2,2,18,0,0,0,2,2,0,0,4,172.72,177.8,135,26,0,0,0,0
2016-05-08,Chris Wade,Rustam Khabilov,0,0,4,4,0,8,0,0,0,2,0,2,0,4,177.8,177.8,155,28,0,0,0,1,0,1,3,2,15,0,0,0,2,1,0,1,4,172.72,185.42,155,29,0,0,0,0
2015-01-24,Ryan Bader,Phil Davis,1,0,3,5,4,35,1,0,0,7,3,1,0,11,187.96,187.96,205,31,0,0,0,1,0,1,5,3,32,0,0,0,6,0,3,0,9,187.96,200.66,205,30,0,0,0,0
2017-12-16,Oluwale Bamgbose,Alessio Di Chirico,0,2,0,1,3,7,0,0,0,0,1,0,0,1,180.34,198.12,185,30,0,0,0,0,1,0,1,2,7,0,0,1,0,0,0,0,1,182.88,187.96,185,28,0,1,0,0
2014-07-06,Kevin Lee,Jesse Ronson,1,1,0,0,1,3,0,0,0,0,0,0,0,0,175.26,195.58,170,21,0,0,0,1,2,0,0,2,6,0,0,0,0,0,0,0,0,177.8,182.88,155,28,0,0,0,0
2013-06-08,Rafael Feijao,Thiago Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,185.42,205,33,0,0,0,1,4,0,4,5,19,0,0,0,0,5,0,0,5,187.96,187.96,205,30,0,0,0,0
